id,title,login_require,overview,vote_average,adult,backdrop_path,movie_id,original_language,original_title,popularity,poster_path,release_date,video,vote_count,status,trailer_url
13,Deadpool & Wolverine,0,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",7.913,0,/9l1eZiJHmhr5jIlthMdJN5WYoff.jpg,533535,en,Deadpool & Wolverine,23022.328,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,0,1344,1,https://www.youtube.com/watch?v=Idh8n5XuYIA
14,A Quiet Place: Day One,0,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",7.016,0,/2RVcJbWFmICRDsVxRI8F5xRmRsK.jpg,762441,en,A Quiet Place: Day One,6197.201,/yrpPYKijwdMHyTGIOd1iK1h0Xno.jpg,2024-06-26,0,985,1,https://www.youtube.com/watch?v=E-WIb4ATfT8
15,Bad Boys: Ride or Die,0,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",7.665,0,/3q01ACG0MWm0DekhvkPFCXyPZSu.jpg,573435,en,Bad Boys: Ride or Die,4244.191,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,0,1354,1,https://www.youtube.com/watch?v=uWLNl_KQCAU
16,Despicable Me 4,0,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",7.3,0,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,519182,en,Despicable Me 4,3824.644,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,0,620,1,https://www.youtube.com/watch?v=LtNYaH61dXY
17,Inside Out 2,0,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",7.626,0,/stKGOm8UyhuLPR9sZLjs5AkmncA.jpg,1022789,en,Inside Out 2,3628.807,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,0,2272,1,https://www.youtube.com/watch?v=u69y5Ie519M
18,House of Ga'a,0,"At the height of the Oyo Empire, the ferocious Bashorun Ga'a became more powerful than the kings he enthroned, only to be undone by his own blood.",5.4,0,/c3rwwFFVbkyEI6wPtpPd9lvovPW.jpg,1311550,en,House of Ga'a,1730.942,/6yK9hmS641NMwRkR1wWAALWI34t.jpg,2024-07-26,0,13,1,https://www.youtube.com/watch?v=I6uNj0Zlak8
19,The Convert,0,"Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose.",6.531,0,/tqSg1hHiSWhHAhnjDhhevaFGsP0.jpg,1066262,en,The Convert,1642.535,/e5ZqqPlhKstzB4geibpZh38w7Pq.jpg,2024-03-14,0,32,1,https://www.youtube.com/watch?v=6NQkoW7hwi8
20,The Ministry of Ungentlemanly Warfare,0,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",7.152,0,/s5znBQmprDJJ553IMQfwEVlfroH.jpg,799583,en,The Ministry of Ungentlemanly Warfare,1496.977,/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,2024-04-18,0,709,1,https://www.youtube.com/watch?v=zvwDen1Wrx8
21,The Garfield Movie,0,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",7.2,0,/Akv9GlCCMrzcDkVz4ad8MdLl9DK.jpg,748783,en,The Garfield Movie,1476.332,/p6AbOJvMQhBmffd0PIv0u8ghWeY.jpg,2024-04-30,0,678,1,https://www.youtube.com/watch?v=yk2Ej59DnrE
22,Kingdom of the Planet of the Apes,0,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",7.2,0,/fqv8v6AycXKsivp1T5yKtLbGXce.jpg,653346,en,Kingdom of the Planet of the Apes,1262.512,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,0,2305,1,https://www.youtube.com/watch?v=Tg1FesR8X90
23,Non Negotiable,0,"Hostage negotiator Alan Bender is called to rescue the president from a kidnapping, only to find himself also mediating to save his wife and marriage.",6.12,0,/6Vbm2nHxHMlZZ199fmZtMytpFvK.jpg,1309923,es,No negociable,1249.391,/bHQG4UsLMFCy91gfLAFRpnCOPdP.jpg,2024-07-25,0,50,1,https://www.youtube.com/watch?v=hUqvcd5QgqA
24,Escape from the 21st Century,0,"On Planet K, unknown to anyone on Earth, three teenagers chosen by fate can travel back and forth twenty years into the future by sneezing. In the face of a shocking plot to destroy the world, they have nothing but crystal-clear stupidity and single-digit combat power, so how can they transform into heroes and fight against the super-villainous villains who are intent on destroying the world? How can they turn into heroes and fight against the super baddest villains intent on destroying the world? The ""King Bomb"" brothers, who look like grown-ups but have minds like no other, will save the future on behalf of the K-Star!",7.667,0,/w22yUH5pAZ3CcTjbw9GEzPd5wxs.jpg,1242372,zh,从21世纪安全撤离,1125.171,/nZQPbD7IEKWiUDK7s9GKHwqP88g.jpg,2024-07-18,0,6,1,
25,Justice League: Crisis on Infinite Earths Part Three,0,"Now fully revealed as the ultimate threat to existence, the Anti-Monitor wages an unrelenting attack on the surviving Earths that struggle for survival in a pocket universe. One by one, these worlds and all their inhabitants are vaporized! On the planets that remain, even time itself is shattered, and heroes from the past join the Justice League and their rag-tag allies against the epitome of evil. But as they make their last stand, will the sacrifice of the superheroes be enough to save us all?",7.5,0,/dsGwCEO8tda4FlgHKvL95f0oQbH.jpg,1209290,en,Justice League: Crisis on Infinite Earths Part Three,1098.505,/a3q8NkM8uTh9E23VsbUOdDSbBeN.jpg,2024-07-16,0,128,1,https://www.youtube.com/watch?v=tQ3Aahb_PDE
26,Furiosa: A Mad Max Saga,0,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home.",7.635,0,/wNAhuOZ3Zf84jCIlrcI6JhgmY5q.jpg,786892,en,Furiosa: A Mad Max Saga,1066.884,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,2024-05-22,0,2482,1,https://www.youtube.com/watch?v=LYV3001u574
27,Johnny & Clyde,0,"Johnny and Clyde are two serial killers who are madly in love and on an endless crime spree. Alana (Megan Fox) is the confident and cunning owner of a prosperous casino that generates tens of millions of dollars each year. Johnny and Clyde decide to assemble a ragtag group of criminals and misfits to steal from Alana's casino and pull off the heist of the century. Unfortunately for Johnny and Clyde's crew, Alana has a deadly weapon at her disposal – the monstrous slasher spirit known as Bakwas.",4.327,0,/tIpd7vvjoNyG6CAVqSL9gJqJSTy.jpg,857553,en,Johnny & Clyde,889.763,/cdfdR90WYCTQmYoQ0aDRZP8I2IL.jpg,2023-03-23,0,26,1,https://www.youtube.com/watch?v=sBu3KpXFD4A
28,Godzilla x Kong: The New Empire,0,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",7.189,0,/veIyxxi5Gs8gvztLEW1Ysb8rrzs.jpg,823464,en,Godzilla x Kong: The New Empire,882.461,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,2024-03-27,0,3347,1,https://www.youtube.com/watch?v=m2u6RfmTXt0
29,Descendants: The Rise of Red,0,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",6.996,0,/dn3gbDpXPSwC6saMJOHkCiFA9jn.jpg,974262,en,Descendants: The Rise of Red,857.509,/t9u9FWpKlZcp0Wz1qPeV5AIzDsk.jpg,2024-07-11,0,228,1,https://www.youtube.com/watch?v=zx0uffR2gSA
30,My Spy The Eternal City,0,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican.",6.72,0,/iIvjwrDPQHCU4NjbbKpNs88uk6G.jpg,1048241,en,My Spy The Eternal City,796.635,/Bf3vCfM94bSJ1saZlyi0UW0e0U.jpg,2024-07-18,0,200,1,https://www.youtube.com/watch?v=6xJ1F7yFsnU
31,Deadpool,0,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",7.619,0,/en971MEXui9diirXlogOrPKmsEn.jpg,293660,en,Deadpool,788.413,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,2016-02-09,0,30415,1,https://www.youtube.com/watch?v=9vN6DHB6bJc
32,3 Days in Malay,0,"Marines stationed at an airfield in Malay during WWII get wind of a coming raid by the Japanese. Unable to get reinforcements approved, they engage in a harrowing 3-day battle against enemy forces.",4.725,0,/9Y9wTgrMk4G1YNPDDekNk7dybwx.jpg,1152624,en,3 Days in Malay,768.689,/hqnfqeCILvgKGWKOut5lVdxdeJh.jpg,2023-08-11,0,20,1,https://www.youtube.com/watch?v=VYZeyTP78iY
33,Out of Exile,0,"Recently paroled thief Gabriel Russell tries to balance his life and mend a troubled family as an FBI agent hunts him down, along with his crew after a botched armored car robbery.",6.353,0,/wPNI1fd18z5TKBOK9Mv9Rfjb0j0.jpg,729165,en,Out of Exile,698.613,/jgF5XaXnJmOgMxulhy2k1f9LNNc.jpg,2023-01-20,0,34,1,https://www.youtube.com/watch?v=D3bDpHMIqtM
34,BLUE LOCK THE MOVIE -EPISODE NAGI-,0,"One day, Nagi Seishiro receives an invitation to the mysterious BLUE LOCK Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known.",8.519,0,/7ks7A3mAO7twDOvBVE4cR8LaIM8.jpg,1104844,ja,劇場版ブルーロック -EPISODE 凪-,673.711,/ae434jM5NG2kKX1rRkG5giMhpPI.jpg,2024-04-19,0,26,1,https://www.youtube.com/watch?v=6NCsj0anAt8
35,MaXXXine,0,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",6.5,0,/viKEEaaCaZ0hZ2nGuvIEozlLooL.jpg,1023922,en,MaXXXine,652.688,/ArvoFK6nlouZRxYmtIOUzKIrg90.jpg,2024-07-04,0,213,1,https://www.youtube.com/watch?v=qGxKjwAnn5I
36,Deliver Us,0,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys: one the Messiah, the other the Antichrist.",5.305,0,/pZFuow2rweIqyNHz6xZSxnLVmMc.jpg,1097150,en,Deliver Us,645.6,/uoKUTwvHvSVHWjSM4RhCh6rKL0U.jpg,2023-08-30,0,41,1,https://www.youtube.com/watch?v=iWza7yE7hVw
37,Dange,0,Former friends Xavier and Yuva meet again in college as adversaries when their respective cohorts come to blows during their annual cultural festival.,3.0,0,/wyctjWPgRR3zGsrBT7UHZxZgi5C.jpg,1236671,hi,दंगे,616.494,/4dJ0ktBUmnrAIw6i1p61WTTbz3H.jpg,2024-03-01,0,1,1,
38,The Exorcism,0,"A troubled actor begins to unravel while shooting a supernatural horror film, leading his estranged daughter to wonder if he's slipping back into his past addictions or if there's something more sinister at play.",4.626,0,/8fNBsXpgMvqk75SPsZzTmIqSRxY.jpg,646683,en,The Exorcism,613.975,/v4PgVcOne2sumkyOK8O7BKB9PWX.jpg,2024-05-30,0,103,1,https://www.youtube.com/watch?v=I1lNNd_klK4
39,Dead Sea,0,"Stranded in the open sea after a fatal accident, a young woman and her two friends are rescued by a fishing vessel's captain, unaware that the ship harbors a chilling secret.",7.27,0,/y0XEqAqynGW4uVG8gkOnAf5vcYU.jpg,1308757,en,Dead Sea,602.464,/1VmbJsxJZgVjp69zxMFBL2OlkRr.jpg,2024-07-26,0,74,1,https://www.youtube.com/watch?v=QXO439zDgLA
40,Deadpool 2,0,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,7.491,0,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,383498,en,Deadpool 2,587.218,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,0,17459,1,https://www.youtube.com/watch?v=20bpjtCbCz0
41,Civil War,0,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",6.97,0,/z121dSTR7PY9KxKuvwiIFSYW8cf.jpg,929590,en,Civil War,564.742,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,0,2070,1,https://www.youtube.com/watch?v=c2G18nIVpNE
42,The Last Breath,0,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,7.186,0,/pdlQsDrBYJiLSseJNhifC5yhBgF.jpg,1241674,en,The Last Breath,561.08,/vWb8fEIsqKpO36Y7K5QH4DyV7zn.jpg,2024-06-28,0,35,1,https://www.youtube.com/watch?v=rVjysY9-L-I
43,Beverly Hills Cop: Axel F,0,"Forty years after his unforgettable first case in Beverly Hills, Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos.",6.9,0,/rrwt0u1rW685u9bJ9ougg5HJEHC.jpg,280180,en,Beverly Hills Cop: Axel F,552.108,/zszRKfzjM5jltiq8rk6rasKVpUv.jpg,2024-06-20,0,794,1,https://www.youtube.com/watch?v=4T4YPfCbPto
44,Saving Bikini Bottom: The Sandy Cheeks Movie,0,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",6.3,0,/r7HV1rKdUus2gJNChswMtpjpPft.jpg,831815,en,Saving Bikini Bottom: The Sandy Cheeks Movie,546.909,/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,2024-08-01,0,70,1,https://www.youtube.com/watch?v=Ud6-SGnzH3k
45,Kung Fu Panda 4,0,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",7.136,0,/1XDDXPXGiI8id7MrUxK36ke7gkX.jpg,1011985,en,Kung Fu Panda 4,536.13,/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,2024-03-02,0,2365,1,https://www.youtube.com/watch?v=d2OONzqh2jk
46,Alice in Terrorland,0,"A recently bereaved teenage girl goes to live with her aunt in a secluded woodland house, unaware that sinister forces lurk within.",6.073,0,/xKJTWGvheOMMlTHgrjN18KaD9Ra.jpg,1174618,en,Alice in Terrorland,525.515,/5XJGvr8g9jkmN6KUIOQOj2iE6K4.jpg,2023-12-26,0,116,1,https://www.youtube.com/watch?v=vk3bFFCKWZk
47,The Strangers: Chapter 1,0,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.",5.988,0,/59AJ2w9tKRSbBpnxKfB5UyIg6Jf.jpg,1010600,en,The Strangers: Chapter 1,519.784,/oYsCNpW4k7Pd7ac3uQfBhr2ihtW.jpg,2024-05-15,0,247,1,https://www.youtube.com/watch?v=3pZUQmZdOi4
48,Prey,0,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,6.421,0,/5W1sQidR2a9e8O1vk2IDhzbT4W7.jpg,1129598,en,Prey,495.498,/5wAlO5zZ3IyzLBAf7cp5WejalmG.jpg,2024-03-15,0,108,1,https://www.youtube.com/watch?v=7KduJUygxKE
49,Inside Out,0,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",7.915,0,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,150540,en,Inside Out,487.073,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,0,21378,1,https://www.youtube.com/watch?v=1HFv47QHWJU
50,15 Cameras,0,"A couple buys a house from The Slumlord Tapes, infamous for hidden cameras and a psycho landlord. It's not as safe as they tell themselves.",5.091,0,/yRqfdiRAEPcInhbXpogpYPDY1bp.jpg,1179558,en,15 Cameras,472.462,/muQrASlFPg4Hx0BEDwXjUsBMSHM.jpg,2023-10-13,0,11,1,https://www.youtube.com/watch?v=dHgt3TnswH8
51,Under Paris,0,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",6.074,0,/iwkWvcXcP8M4r9HLglhVEhgGyVu.jpg,1001311,fr,Sous la Seine,468.844,/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,2024-06-04,0,998,1,https://www.youtube.com/watch?v=jnCefPQIH98
52,Twisters,0,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",7.1,0,/wsgni4E1UnBuvFouUUanSdniQi0.jpg,718821,en,Twisters,438.323,/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,2024-07-10,0,333,1,https://www.youtube.com/watch?v=AZbEi95SuMg
53,Migration,0,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",7.466,0,/2KGxQFV9Wp1MshPBf8BuqWUgVAz.jpg,940551,en,Migration,395.318,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,0,1606,1,https://www.youtube.com/watch?v=hWbfohXIdEU
54,My Fault,0,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",7.968,0,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,1010581,es,Culpa mía,386.026,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,0,2753,1,https://www.youtube.com/watch?v=xY-qRGC6Yu0
55,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",0,"Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",7.391,0,/hU1Q9YVzdYhokr8a9gLywnSUMlN.jpg,1147400,fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire",360.11,/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,2023-10-21,0,357,1,https://www.youtube.com/watch?v=mqnwoB1xQtU
56,Tarot,0,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",6.712,0,/oavbmL3iddJUmC8nQjL6bLHwAP4.jpg,719221,en,Tarot,318.004,/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,2024-05-01,0,754,1,https://www.youtube.com/watch?v=XNTEjJm4WXg
57,Rebel Moon - Part Two: The Scargiver,0,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",6.1,0,/tpiqEVTLRz2Mq7eLq5DT8jSrp71.jpg,934632,en,Rebel Moon - Part Two: The Scargiver,406.018,/95gnJZIk2rEkMO0Ch46x5CVjnms.jpg,2024-04-19,0,983,1,https://www.youtube.com/watch?v=zUTQ8atM_9U
58,Me contro Te: Il film - Vacanze in Transilvania,0,,8.0,0,/bwt6yG4gwjK3dgZZSCUWbYXQANs.jpg,1117006,es,Me contro Te: Il film - Vacanze in Transilvania,290.886,/cFLK3rDmeoN9ovaqfkVTRlJS9Iw.jpg,2023-10-19,0,7,1,
59,The Marvels,0,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",6.106,0,/criPrxkTggCra1jch49jsiSeXo1.jpg,609681,en,The Marvels,318.975,/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,2023-11-08,0,2492,1,https://www.youtube.com/watch?v=uwmDH12MAA4
60,The Fall Guy,0,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",7.201,0,/H5HjE7Xb9N09rbWn1zBfxgI8uz.jpg,746036,en,The Fall Guy,387.443,/tSz1qsmSJon0rqjHBxXZmrotuse.jpg,2024-04-24,0,1752,1,https://www.youtube.com/watch?v=EySdVK0NK1Y
